Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
11:02:36,202.114.90.221,CONNECT,301,sponsorship.html,Russia,Table Tennis,Seldon,Female,64,1
06:59:43,67.193.57.4,PATCH,200,news.html,Poland,Weightlifting,Once,Female,70,1
13:14:08,27.15.252.145,HEAD,200,sechedule.html,China,Football,Seldon,Female,67,1
09:42:38,232.44.221.40,POST,100,images/games.html,Sweden,Baseball,Often,Female,44,2
14:09:02,211.176.214.31,PATCH,200,sponsorship.html,China,Table Tennis,Daily,Male,55,1
12:18:44,94.19.143.136,HEAD,301,ticketing.html,Cameroon,Swimming,Seldon,Male,35,0
09:15:02,113.226.32.96,GET,100,images/games.html,China,Basketball,Once,Non-binary,52,1
23:05:49,129.143.175.7,POST,301,sechedule.html,Indonesia,Weightlifting,Seldon,Female,61,1
18:44:17,158.63.168.140,POST,200,sechedule.html,Colombia,Karate,Seldon,Male,50,1
11:43:40,17.135.150.248,POST,200,sechedule.html,Indonesia,Athletics,Seldon,Female,21,2
15:15:06,214.113.121.71,GET,301,index.html,Portugal,Gymnastics,Seldon,Male,65,1
01:14:36,133.40.6.152,HEAD,100,searchsports.html,China,Football,Seldon,Female,63,1
17:54:45,181.225.92.191,PATCH,200,searchsports.html,China,Volleyball,Seldon,Male,19,2
13:27:20,151.108.51.134,HEAD,100,images/games.html,Colombia,Football,Once,Male,49,1
06:56:16,14.204.34.246,HEAD,200,index.html,Indonesia,Football,Seldon,Male,43,2
15:20:01,148.191.26.48,CONNECT,200,news.html,China,Basketball,Often,Male,65,1
20:05:25,195.112.4.26,HEAD,301,news.html,Indonesia,Baseball,Once,Female,30,0
11:12:06,48.61.51.94,HEAD,200,news.html,Czech Republic,Football,Seldon,Female,57,1
19:15:15,95.51.181.59,HEAD,200,index.html,South Africa,Athletics,Often,Male,67,1
14:51:37,125.148.56.56,PATCH,200,images/games.html,Morocco,Swimming,Never,Male,62,1
09:08:00,43.59.143.199,HEAD,200,venue information.html,Philippines,Karate,Often,Female,49,1
17:29:01,88.81.145.42,GET,200,ticketing.html,China,Basketball,Once,Male,59,1
14:23:26,22.108.132.172,PATCH,200,ticketing.html,Tanzania,Boxing,Seldon,Male,31,2
14:32:19,194.97.254.19,GET,200,images/games.html,China,Table Tennis,Often,Male,39,2
16:19:49,9.109.132.16,PUT,500,index.html,China,Swimming,Seldon,Female,25,0
13:34:57,159.5.161.133,PUT,200,venue information.html,China,Volleyball,Often,Male,31,2
05:21:28,72.213.43.98,CONNECT,500,images/games.html,Sweden,Volleyball,Seldon,Non-binary,65,0
07:58:50,174.76.229.80,CONNECT,100,searchsports.html,Portugal,Swimming,Often,Non-binary,59,1
12:29:08,158.106.162.114,PUT,200,ticketing.html,Indonesia,Swimming,Seldon,Male,61,1
18:21:45,118.194.206.174,GET,200,sponsorship.html,United States,Volleyball,Seldon,Male,66,1
01:40:32,49.202.250.145,PATCH,200,index.html,Indonesia,Volleyball,Often,Male,37,2
08:22:59,118.120.57.215,GET,200,news.html,Indonesia,Athletics,Seldon,Female,55,1
02:28:45,163.61.164.143,GET,200,index.html,Nigeria,Gymnastics,Seldon,Male,29,2
20:54:14,160.247.175.122,GET,100,sechedule.html,Philippines,Swimming,Once,Male,61,1
10:56:01,240.130.179.85,GET,100,sechedule.html,China,Basketball,Often,Female,62,1
01:38:56,37.232.118.182,POST,100,searchsports.html,Russia,Karate,Once,Male,54,1
03:28:54,151.104.205.103,POST,200,venue information.html,China,Volleyball,Never,Female,29,2
03:40:09,197.124.25.149,HEAD,200,index.html,China,Swimming,Once,Female,36,2
08:28:43,196.53.206.245,HEAD,200,ticketing.html,China,Badminton,Seldon,Non-binary,47,1
09:25:57,101.71.201.103,HEAD,500,searchsports.html,Indonesia,Shooting,Once,Non-binary,30,0
02:04:06,182.208.152.207,HEAD,200,sechedule.html,Mozambique,Basketball,Often,Male,23,2
09:22:54,158.140.249.207,CONNECT,200,ticketing.html,Malaysia,Diving,Once,Female,41,2
08:18:11,246.20.87.31,POST,500,venue information.html,Albania,Swimming,Daily,Male,28,0
00:04:26,5.160.53.140,POST,200,index.html,China,Athletics,Once,Male,63,1
04:31:49,237.219.32.194,CONNECT,301,searchsports.html,United States,Volleyball,Seldon,Female,20,0
22:54:37,239.122.86.190,PATCH,200,images/games.html,Indonesia,Volleyball,Seldon,Female,53,1
11:14:09,242.4.216.36,CONNECT,400,ticketing.html,Russia,Swimming,Daily,Male,31,0
15:06:48,71.42.81.66,GET,100,searchsports.html,New Zealand,Basketball,Seldon,Male,64,1
18:29:06,150.71.29.106,GET,200,searchsports.html,United States,Swimming,Seldon,Male,67,1
07:15:23,165.249.10.2,PATCH,200,index.html,Greece,Football,Once,Male,19,2
19:19:21,247.217.69.37,HEAD,100,images/games.html,China,Shooting,Seldon,Female,32,2
06:10:23,43.132.124.245,CONNECT,301,searchsports.html,South Korea,Table Tennis,Often,Male,42,0
22:54:28,145.201.207.215,GET,200,images/games.html,China,Athletics,Often,Non-binary,45,1
08:59:56,132.87.251.52,POST,200,searchsports.html,China,Basketball,Often,Female,65,1
12:46:21,18.202.183.78,PATCH,200,searchsports.html,Sweden,Table Tennis,Seldon,Female,70,1
03:34:53,44.253.79.218,HEAD,200,ticketing.html,El Salvador,Football,Often,Male,31,2
08:08:55,131.26.150.242,HEAD,200,volunteer.html,Ireland,Karate,Seldon,Non-binary,31,2
07:41:15,222.25.156.115,GET,200,sponsorship.html,Brazil,Football,Never,Non-binary,35,2
21:54:46,195.250.215.249,HEAD,301,images/games.html,United States,Volleyball,Seldon,Male,52,0
09:36:01,95.12.236.252,CONNECT,301,sechedule.html,Russia,Basketball,Once,Male,34,0
20:38:49,237.39.80.235,PUT,200,news.html,China,Fencing,Never,Female,67,1
15:38:40,152.70.24.44,CONNECT,200,venue information.html,Mexico,Football,Seldon,Non-binary,51,1
16:58:49,35.90.249.136,HEAD,100,images/games.html,Azerbaijan,Football,Daily,Male,43,2
14:21:16,119.248.102.3,POST,100,index.html,China,Table Tennis,Daily,Female,33,2
23:24:43,242.21.185.252,CONNECT,301,news.html,China,Table Tennis,Once,Male,57,0
22:39:08,30.227.37.147,GET,200,images/games.html,Zimbabwe,Table Tennis,Seldon,Male,33,2
08:00:59,197.142.148.125,GET,200,searchsports.html,Czech Republic,Table Tennis,Seldon,Female,22,2
23:17:26,64.62.252.71,HEAD,200,index.html,China,Badminton,Often,Male,33,2
10:54:23,136.218.222.83,GET,200,news.html,China,Swimming,Daily,Female,57,1
08:03:52,207.67.81.24,PATCH,100,images/games.html,Russia,Gymnastics,Once,Male,37,2
01:45:52,214.173.132.230,HEAD,200,index.html,Germany,Badminton,Seldon,Non-binary,48,1
21:05:47,218.107.180.101,PATCH,200,index.html,Philippines,Table Tennis,Seldon,Male,39,2
09:25:16,124.136.141.69,CONNECT,200,searchsports.html,Malaysia,Volleyball,Seldon,Male,55,1
21:49:02,216.13.17.156,PATCH,200,index.html,Indonesia,Diving,Seldon,Female,25,2
09:46:01,156.154.52.66,PATCH,301,images/games.html,Portugal,Baseball,Often,Male,55,0
07:31:52,17.91.98.220,GET,100,sechedule.html,Kenya,Football,Seldon,Male,38,2
08:21:53,210.49.44.135,GET,200,venue information.html,Poland,Basketball,Once,Male,62,1
07:36:32,219.113.193.37,CONNECT,200,images/games.html,Portugal,Gymnastics,Seldon,Male,59,1
11:06:55,7.206.44.158,POST,500,venue information.html,China,Volleyball,Often,Male,58,0
07:13:34,36.62.52.69,CONNECT,400,venue information.html,Russia,Baseball,Seldon,Male,29,0
15:42:29,193.227.213.47,CONNECT,403,searchsports.html,Sweden,Volleyball,Daily,Female,29,0
15:30:29,151.23.45.53,GET,200,images/games.html,China,Football,Often,Male,46,1
02:53:40,211.50.48.239,HEAD,301,sechedule.html,Venezuela,Athletics,Seldon,Male,42,0
10:47:11,185.109.181.14,GET,301,sponsorship.html,Indonesia,Baseball,Seldon,Non-binary,36,0
13:22:27,62.201.10.114,GET,200,sponsorship.html,United States,Badminton,Often,Male,53,1
13:41:36,96.21.87.149,CONNECT,200,sechedule.html,China,Diving,Seldon,Female,49,1
22:08:03,213.209.138.160,HEAD,200,searchsports.html,Burkina Faso,Swimming,Daily,Non-binary,27,2
01:59:23,94.7.11.140,POST,200,images/games.html,China,Football,Often,Male,61,1
22:41:05,187.154.122.36,HEAD,200,sponsorship.html,China,Football,Often,Male,50,1
19:39:57,142.21.113.253,HEAD,400,sponsorship.html,Poland,Volleyball,Never,Female,67,0
07:07:03,103.200.108.47,CONNECT,100,images/games.html,Indonesia,Gymnastics,Once,Male,24,2
05:39:13,26.8.101.242,PATCH,200,images/games.html,China,Badminton,Never,Non-binary,19,2
01:16:39,61.221.221.232,POST,200,images/games.html,Thailand,Football,Often,Female,56,1
09:55:03,36.227.177.153,POST,200,sechedule.html,China,Basketball,Seldon,Non-binary,24,2
11:44:09,188.159.77.213,HEAD,200,searchsports.html,China,Table Tennis,Seldon,Male,19,2
11:09:33,167.90.99.205,GET,200,images/games.html,China,Table Tennis,Once,Non-binary,66,1
18:51:48,217.15.66.162,PUT,100,searchsports.html,Lesotho,Weightlifting,Daily,Female,32,2
16:37:29,50.112.105.55,PUT,200,images/games.html,Ukraine,Gymnastics,Never,Non-binary,24,2
23:46:47,104.248.70.9,HEAD,301,news.html,China,Basketball,Often,Male,46,0
06:54:13,9.151.195.149,GET,200,sechedule.html,Portugal,Athletics,Daily,Male,69,1
02:45:19,89.36.35.26,PATCH,200,venue information.html,Germany,Badminton,Seldon,Female,56,1
09:07:43,104.236.131.233,PATCH,301,ticketing.html,United States,Wrestling,Seldon,Male,60,1
14:46:22,64.86.103.44,GET,200,searchsports.html,China,Table Tennis,Seldon,Male,63,1
12:47:25,47.204.228.29,HEAD,200,images/games.html,Russia,Baseball,Daily,Female,62,1
00:52:46,165.21.178.50,GET,200,images/games.html,Portugal,Athletics,Often,Female,29,2
16:50:37,70.146.37.160,PATCH,403,images/games.html,Vietnam,Karate,Seldon,Male,44,0
03:20:20,67.252.244.207,HEAD,100,images/games.html,China,Athletics,Daily,Male,26,2
22:04:02,138.94.238.186,GET,200,searchsports.html,Mozambique,Swimming,Often,Non-binary,67,1
15:10:40,226.248.171.28,POST,200,venue information.html,Albania,Athletics,Never,Female,30,2
17:26:47,213.72.86.79,POST,100,images/games.html,China,Boxing,Seldon,Male,40,2
21:32:55,38.246.13.32,HEAD,301,images/games.html,Spain,Swimming,Seldon,Female,67,1
05:02:12,219.155.178.8,CONNECT,100,searchsports.html,Poland,Table Tennis,Often,Female,51,1
15:29:06,179.224.187.36,GET,200,ticketing.html,Indonesia,Boxing,Once,Female,24,2
15:30:18,147.243.151.119,GET,200,searchsports.html,Portugal,Athletics,Seldon,Male,44,2
22:24:39,170.109.94.198,PATCH,301,searchsports.html,Poland,Volleyball,Seldon,Non-binary,29,0
00:36:58,248.237.248.58,CONNECT,200,images/games.html,Portugal,Table Tennis,Seldon,Male,49,1
03:54:56,234.205.40.105,PATCH,200,index.html,Monaco,Basketball,Seldon,Male,19,2
07:16:43,145.25.205.77,GET,301,index.html,Tanzania,Weightlifting,Often,Female,19,0
22:54:31,230.171.89.150,HEAD,403,sechedule.html,Philippines,Fencing,Daily,Non-binary,30,0
16:19:49,70.154.6.200,POST,200,searchsports.html,Indonesia,Athletics,Seldon,Male,53,1
19:19:48,113.62.98.209,PUT,200,sechedule.html,Sweden,Athletics,Often,Non-binary,22,2
02:01:20,206.133.163.212,GET,200,sechedule.html,Poland,Gymnastics,Often,Male,67,1
21:11:26,163.237.39.63,GET,100,images/games.html,China,Swimming,Never,Female,18,2
02:59:23,121.218.233.23,GET,200,venue information.html,Japan,Badminton,Once,Male,35,2
02:12:37,38.122.6.68,GET,100,sechedule.html,Norway,Football,Once,Female,30,2
19:20:18,226.206.38.54,CONNECT,200,sechedule.html,China,Table Tennis,Seldon,Male,26,2
11:20:21,28.140.238.35,GET,200,news.html,China,Swimming,Often,Male,43,2
23:01:31,161.109.124.161,POST,301,venue information.html,China,Swimming,Seldon,Male,32,0
06:04:14,48.95.45.192,CONNECT,100,ticketing.html,China,Football,Often,Non-binary,62,1
21:14:28,66.113.153.186,PATCH,100,news.html,China,Basketball,Daily,Female,65,1
09:28:49,68.246.236.141,PATCH,200,news.html,United States,Weightlifting,Seldon,Male,57,1
12:28:05,196.106.170.236,POST,200,sechedule.html,Tunisia,Swimming,Often,Non-binary,40,2
23:35:48,255.0.118.45,PATCH,200,venue information.html,Czech Republic,Athletics,Seldon,Female,46,1
16:03:26,247.78.10.253,POST,200,ticketing.html,Colombia,Swimming,Often,Male,63,1
15:38:33,76.180.34.147,POST,200,ticketing.html,Portugal,Basketball,Once,Non-binary,52,1
08:56:10,130.156.117.74,GET,500,index.html,Indonesia,Football,Seldon,Male,38,0
16:49:24,128.172.128.223,POST,200,ticketing.html,Afghanistan,Basketball,Once,Male,24,2
19:07:35,56.158.167.16,GET,200,searchsports.html,Philippines,Football,Once,Male,54,1
00:12:27,66.32.78.159,GET,200,sechedule.html,Indonesia,Karate,Seldon,Male,69,1
06:42:18,1.66.26.187,HEAD,200,sponsorship.html,Italy,Athletics,Often,Male,65,1
20:51:56,85.143.7.34,GET,100,searchsports.html,Egypt,Badminton,Seldon,Male,30,2
20:59:36,13.49.92.176,GET,200,searchsports.html,Philippines,Table Tennis,Daily,Non-binary,26,2
14:35:05,129.36.10.98,CONNECT,301,images/games.html,Russia,Gymnastics,Often,Female,51,0
08:43:20,38.102.229.85,PUT,200,ticketing.html,Russia,Swimming,Seldon,Male,58,1
19:10:29,34.66.145.199,POST,200,news.html,Thailand,Athletics,Often,Non-binary,26,2
19:59:05,54.13.87.160,GET,200,venue information.html,Portugal,Fencing,Often,Male,37,2
12:02:31,113.73.208.146,HEAD,200,searchsports.html,China,Badminton,Seldon,Female,58,1
22:15:16,109.67.238.247,PATCH,200,images/games.html,China,Table Tennis,Often,Male,64,1
20:31:58,220.58.10.239,HEAD,400,sechedule.html,Indonesia,Table Tennis,Seldon,Male,56,0
14:19:45,95.210.14.11,GET,200,searchsports.html,Russia,Athletics,Seldon,Non-binary,25,2
09:29:23,192.98.37.117,POST,200,images/games.html,Syria,Football,Once,Female,38,2
06:18:24,100.139.245.53,GET,200,searchsports.html,Ireland,Wrestling,Seldon,Male,56,1
06:37:40,228.56.46.254,GET,500,searchsports.html,Spain,Football,Often,Female,39,0
10:50:55,219.84.230.88,GET,100,venue information.html,China,Football,Daily,Male,28,2
11:48:09,208.138.49.198,HEAD,200,index.html,China,Basketball,Seldon,Male,21,2
08:10:58,148.53.131.188,GET,301,news.html,Poland,Diving,Daily,Male,49,0
12:20:42,150.42.117.45,PUT,200,venue information.html,Brazil,Swimming,Once,Female,42,2
01:46:13,120.18.156.135,GET,200,index.html,Indonesia,Athletics,Seldon,Male,58,1
21:48:19,246.239.145.6,GET,200,images/games.html,Brazil,Gymnastics,Seldon,Male,60,1
11:38:09,15.173.182.44,PATCH,301,ticketing.html,China,Basketball,Daily,Non-binary,28,0
19:31:17,122.172.29.228,HEAD,301,searchsports.html,Russia,Boxing,Seldon,Male,39,0
07:42:59,93.45.94.213,POST,301,index.html,China,Badminton,Often,Male,68,1
21:29:02,63.88.175.112,GET,200,index.html,Pakistan,Badminton,Seldon,Male,29,2
15:55:53,211.25.68.237,GET,301,images/games.html,Czech Republic,Swimming,Once,Male,20,0
04:12:54,24.113.213.161,CONNECT,100,images/games.html,Russia,Basketball,Seldon,Non-binary,55,1
09:29:51,143.111.79.190,HEAD,200,index.html,Portugal,Gymnastics,Once,Male,46,1
21:54:06,153.129.193.0,HEAD,100,images/games.html,Cyprus,Football,Seldon,Non-binary,29,2
19:07:11,112.196.57.47,GET,301,sechedule.html,Dominican Republic,Athletics,Seldon,Male,49,0
19:32:28,84.243.235.57,CONNECT,100,ticketing.html,Indonesia,Boxing,Often,Male,68,1
09:43:03,186.205.248.133,GET,100,images/games.html,Indonesia,Basketball,Daily,Female,48,1
03:42:52,92.30.132.105,HEAD,200,venue information.html,Mongolia,Basketball,Often,Male,19,2
06:31:11,65.72.206.180,POST,200,news.html,Poland,Basketball,Seldon,Female,55,1
01:41:17,146.180.236.164,GET,200,sechedule.html,Mexico,Baseball,Once,Male,43,2
19:45:21,166.175.13.204,PATCH,200,news.html,Guatemala,Swimming,Often,Male,33,2
17:09:29,49.203.175.101,POST,301,ticketing.html,Philippines,Athletics,Often,Female,20,0
06:20:48,163.68.144.154,PATCH,100,images/games.html,Indonesia,Table Tennis,Seldon,Male,39,2
02:50:07,102.132.155.251,PATCH,200,sechedule.html,Libya,Baseball,Seldon,Non-binary,49,1
15:03:58,158.158.144.37,PATCH,200,index.html,Brazil,Baseball,Once,Female,69,1
11:10:46,134.179.190.131,GET,200,index.html,Afghanistan,Weightlifting,Never,Female,37,2
02:57:48,187.3.128.109,CONNECT,200,searchsports.html,Russia,Table Tennis,Daily,Female,31,2
20:15:28,26.183.85.250,GET,200,index.html,China,Swimming,Seldon,Non-binary,24,2
22:14:12,167.8.111.0,HEAD,200,venue information.html,Ireland,Athletics,Seldon,Non-binary,58,1
21:28:02,67.22.89.23,CONNECT,403,images/games.html,Greece,Boxing,Seldon,Female,18,0
04:44:06,119.71.80.228,HEAD,200,sechedule.html,Colombia,Baseball,Often,Male,33,2
08:14:33,160.209.183.110,HEAD,200,index.html,Portugal,Baseball,Often,Female,23,2
15:06:48,91.26.35.186,GET,200,images/games.html,Philippines,Gymnastics,Seldon,Male,62,1
14:11:58,104.253.174.95,PUT,403,searchsports.html,Philippines,Basketball,Seldon,Male,35,0
20:00:49,238.14.173.132,POST,200,searchsports.html,China,Swimming,Once,Male,69,1
13:04:49,155.15.41.78,GET,200,news.html,Morocco,Football,Often,Non-binary,59,1
21:46:28,100.251.82.145,PATCH,403,index.html,Egypt,Athletics,Seldon,Male,22,0
18:34:31,213.65.158.138,HEAD,200,index.html,Thailand,Weightlifting,Often,Male,36,2
08:21:50,81.179.213.42,HEAD,200,news.html,France,Swimming,Seldon,Female,21,2
23:25:37,28.74.133.34,PATCH,200,searchsports.html,Portugal,Gymnastics,Seldon,Non-binary,44,2
03:57:15,204.250.231.180,HEAD,200,index.html,Indonesia,Basketball,Never,Male,31,2
01:07:15,199.224.145.165,PATCH,200,news.html,China,Gymnastics,Seldon,Male,65,1
10:19:30,192.121.66.5,HEAD,200,news.html,Indonesia,Swimming,Seldon,Female,32,2
13:27:10,171.174.1.129,POST,200,searchsports.html,Egypt,Football,Seldon,Male,25,2
16:55:12,109.241.221.219,PATCH,403,news.html,China,Basketball,Once,Male,62,0
01:14:56,103.84.185.135,CONNECT,200,ticketing.html,Sri Lanka,Table Tennis,Once,Male,63,1
20:08:12,14.162.171.221,GET,301,news.html,China,Athletics,Often,Female,20,0
11:58:41,40.49.208.81,HEAD,200,news.html,Brazil,Badminton,Once,Non-binary,21,2
21:06:32,216.75.108.19,GET,200,searchsports.html,Afghanistan,Badminton,Never,Male,23,2
11:26:01,30.10.64.168,PATCH,200,ticketing.html,South Africa,Football,Never,Male,32,2
19:34:09,213.97.125.195,GET,200,news.html,Thailand,Swimming,Seldon,Male,49,1
05:05:02,174.44.209.211,GET,200,images/games.html,Philippines,Table Tennis,Often,Male,28,2
06:44:43,130.55.60.137,HEAD,100,sechedule.html,Indonesia,Weightlifting,Daily,Male,62,1
14:41:28,171.21.29.157,PATCH,200,venue information.html,Indonesia,Football,Often,Male,41,2
00:50:53,98.58.173.115,GET,400,searchsports.html,Philippines,Badminton,Often,Male,40,0
05:35:38,53.45.125.33,GET,200,images/games.html,China,Football,Often,Female,39,2
04:31:49,43.62.145.18,PUT,400,images/games.html,Dominican Republic,Swimming,Once,Female,53,0
18:19:59,140.179.250.167,PATCH,301,index.html,China,Swimming,Often,Non-binary,48,0
05:00:36,0.224.207.87,GET,200,index.html,Indonesia,Gymnastics,Never,Female,24,2
16:22:04,213.203.198.232,PATCH,100,sponsorship.html,Poland,Basketball,Daily,Female,32,2
16:49:38,127.59.250.149,HEAD,301,searchsports.html,Peru,Football,Often,Non-binary,49,0
03:00:55,91.56.172.82,HEAD,301,news.html,Brazil,Basketball,Seldon,Male,59,1
15:20:09,228.190.200.185,CONNECT,200,sponsorship.html,Poland,Swimming,Seldon,Female,24,2
21:59:32,169.40.72.157,GET,200,images/games.html,Indonesia,Athletics,Never,Female,22,2
16:36:26,182.18.232.19,GET,200,searchsports.html,Vietnam,Weightlifting,Seldon,Female,54,1
14:15:43,49.97.254.203,GET,301,venue information.html,Poland,Athletics,Often,Non-binary,56,0
03:38:22,42.211.25.91,GET,200,images/games.html,Poland,Wrestling,Once,Male,28,2
07:24:24,252.174.98.54,HEAD,200,venue information.html,Peru,Volleyball,Seldon,Non-binary,26,2
11:31:50,40.188.233.78,CONNECT,200,searchsports.html,Indonesia,Athletics,Seldon,Female,20,2
09:01:58,202.194.184.208,GET,200,index.html,China,Swimming,Once,Non-binary,43,2
05:44:39,252.193.233.255,CONNECT,200,venue information.html,Portugal,Table Tennis,Once,Male,60,1
02:10:48,143.73.252.26,GET,100,images/games.html,Indonesia,Baseball,Once,Male,59,1
13:27:28,188.171.18.35,HEAD,200,index.html,United States,Basketball,Seldon,Female,64,1
08:37:29,28.206.11.128,CONNECT,400,sponsorship.html,Greece,Athletics,Seldon,Female,57,0
07:46:03,149.128.32.69,CONNECT,200,news.html,Philippines,Badminton,Seldon,Female,56,1
18:47:32,212.216.82.43,PUT,100,venue information.html,Poland,Badminton,Once,Female,23,2
10:07:38,181.242.182.125,PATCH,200,sechedule.html,Philippines,Basketball,Seldon,Female,54,1
13:37:18,134.94.129.13,HEAD,200,images/games.html,United States,Basketball,Seldon,Male,66,1
17:40:36,141.31.191.247,GET,100,venue information.html,Bulgaria,Diving,Once,Female,37,2
14:06:18,105.3.254.26,HEAD,200,index.html,China,Swimming,Often,Male,65,1
13:41:22,101.37.98.23,GET,100,searchsports.html,Indonesia,Boxing,Never,Male,52,1
15:20:39,191.36.15.101,HEAD,100,images/games.html,Malaysia,Athletics,Seldon,Female,18,2
07:00:13,140.76.105.251,PATCH,100,searchsports.html,United States,Table Tennis,Often,Male,51,1
22:42:50,249.236.26.59,HEAD,301,ticketing.html,Colombia,Weightlifting,Seldon,Male,51,0
08:28:14,243.8.214.131,GET,200,venue information.html,United Arab Emirates,Basketball,Often,Female,58,1
01:57:55,165.5.139.160,HEAD,301,images/games.html,Poland,Boxing,Seldon,Male,66,1
23:51:17,180.4.218.32,HEAD,200,index.html,China,Swimming,Never,Male,66,1
20:20:55,69.150.225.30,HEAD,200,index.html,United States,Basketball,Daily,Male,40,2
18:07:44,28.4.237.235,PUT,500,images/games.html,China,Volleyball,Seldon,Female,34,0
11:05:27,204.211.227.155,GET,301,images/games.html,Philippines,Volleyball,Often,Male,22,0
05:33:53,153.236.35.49,HEAD,200,searchsports.html,Ukraine,Swimming,Seldon,Female,30,2
07:34:41,66.135.169.196,HEAD,200,images/games.html,Philippines,Volleyball,Seldon,Female,42,2
22:20:46,198.239.146.55,GET,200,images/games.html,New Zealand,Basketball,Seldon,Female,61,1
03:04:21,241.74.157.114,CONNECT,200,images/games.html,Argentina,Table Tennis,Often,Female,41,2
11:46:50,102.179.1.7,CONNECT,200,venue information.html,China,Badminton,Seldon,Male,37,2
20:02:50,240.181.190.118,HEAD,200,news.html,Yemen,Gymnastics,Often,Non-binary,50,1
18:21:37,107.4.21.82,PUT,200,index.html,China,Gymnastics,Often,Male,29,2
11:37:04,82.48.209.33,GET,200,images/games.html,Portugal,Table Tennis,Seldon,Female,29,2
22:25:20,24.22.22.169,HEAD,100,sechedule.html,Philippines,Table Tennis,Seldon,Female,57,1
09:49:33,9.245.108.41,CONNECT,100,index.html,Gambia,Football,Seldon,Non-binary,57,1
20:17:48,194.118.81.130,GET,200,index.html,Indonesia,Football,Once,Non-binary,20,2
15:25:39,1.228.197.11,CONNECT,100,searchsports.html,Greece,Badminton,Often,Male,67,1
00:58:20,188.14.250.89,HEAD,100,venue information.html,South Korea,Baseball,Seldon,Male,32,2
20:31:40,43.159.16.129,PATCH,100,sechedule.html,Serbia,Volleyball,Often,Male,19,2
06:47:09,55.20.255.201,CONNECT,200,index.html,Thailand,Swimming,Seldon,Male,59,1
13:29:41,67.23.6.246,GET,400,news.html,United States,Athletics,Seldon,Male,37,0
19:31:41,58.239.230.52,GET,100,images/games.html,Ireland,Baseball,Often,Female,29,2
09:00:13,120.4.167.199,HEAD,100,ticketing.html,Indonesia,Swimming,Once,Male,38,2
23:54:03,58.61.19.63,GET,200,venue information.html,Argentina,Swimming,Often,Female,48,1
17:14:44,240.135.171.51,GET,200,venue information.html,Russia,Swimming,Once,Male,32,2
05:41:25,112.204.79.110,HEAD,100,sechedule.html,Indonesia,Table Tennis,Often,Male,42,2
22:33:26,105.117.42.69,PUT,200,index.html,Indonesia,Athletics,Once,Non-binary,56,1
23:17:46,164.139.18.54,GET,403,news.html,China,Weightlifting,Seldon,Male,66,0
22:45:18,193.229.118.45,PATCH,200,images/games.html,Iran,Swimming,Seldon,Male,52,1
08:30:12,81.163.199.51,HEAD,200,sponsorship.html,United States,Volleyball,Seldon,Female,38,2
01:16:44,52.23.135.113,GET,400,index.html,Russia,Swimming,Often,Male,60,0
13:01:53,219.156.201.23,PATCH,200,index.html,Netherlands,Swimming,Daily,Female,35,2
21:10:27,134.62.1.134,HEAD,200,sechedule.html,China,Boxing,Seldon,Male,34,2
02:05:27,44.160.111.99,POST,500,ticketing.html,Colombia,Volleyball,Once,Female,26,0
00:35:25,34.90.214.216,HEAD,200,images/games.html,China,Baseball,Daily,Male,61,1
08:29:50,242.153.45.189,CONNECT,100,searchsports.html,Iran,Badminton,Daily,Female,43,2
00:52:48,2.62.94.103,GET,200,index.html,China,Football,Often,Male,18,2
04:41:29,224.18.101.103,GET,200,images/games.html,Portugal,Basketball,Daily,Non-binary,55,1
20:09:07,15.251.53.129,GET,200,images/games.html,Philippines,Athletics,Often,Male,21,2
00:11:12,221.232.223.251,GET,200,searchsports.html,Brazil,Swimming,Seldon,Female,22,2
23:31:19,228.233.180.12,GET,200,images/games.html,Norway,Table Tennis,Often,Female,56,1
21:41:04,150.21.108.139,PATCH,200,ticketing.html,Pakistan,Swimming,Never,Female,34,2
15:36:57,14.127.199.74,HEAD,301,venue information.html,Portugal,Table Tennis,Often,Female,52,0
18:32:04,255.222.37.238,GET,100,searchsports.html,China,Badminton,Seldon,Female,65,1
11:22:13,139.231.105.112,GET,100,ticketing.html,Bolivia,Athletics,Seldon,Female,46,1
03:06:20,5.142.47.7,HEAD,200,images/games.html,China,Fencing,Never,Female,66,1
18:08:59,198.209.123.220,GET,200,news.html,Russia,Swimming,Seldon,Female,26,2
08:08:44,191.78.122.121,GET,200,index.html,Serbia,Basketball,Seldon,Male,43,2
18:43:46,107.149.48.100,CONNECT,200,venue information.html,China,Weightlifting,Seldon,Female,21,2
10:57:43,204.48.17.15,CONNECT,200,images/games.html,Brazil,Volleyball,Daily,Female,56,1
00:38:49,197.47.126.90,PATCH,400,news.html,Costa Rica,Shooting,Often,Non-binary,30,0
00:11:26,92.100.155.138,GET,100,images/games.html,China,Basketball,Seldon,Male,69,1
09:55:17,141.218.171.81,GET,200,sechedule.html,Russia,Swimming,Seldon,Female,56,1
19:08:38,42.53.253.167,HEAD,403,index.html,Indonesia,Table Tennis,Seldon,Female,32,0
16:54:10,54.92.154.4,HEAD,400,sechedule.html,Russia,Diving,Seldon,Male,30,0
02:07:40,172.153.166.104,HEAD,400,index.html,Sweden,Weightlifting,Daily,Male,24,0
15:54:40,49.169.172.170,GET,200,ticketing.html,Russia,Table Tennis,Seldon,Male,18,2
